id;description;def
982763365095420_aug;Anke Schneider.... Du hast auch nicht viel Aufmerksamkeit von deinen Eltern bekommen. Vor einem Jahr hätte ich Mitleid mit dir gehabt. Jetzt bist du nur noch ein Mode-REFUGEE WILLKOMMEN Idiot, wie alle anderen linksseitigen Steinwerfer!;TRUE
859_aug;@Dora_Bromberger Dies ist eine muslimische Schlampe, die es hoffentlich noch bereuen wird.Ich habe kein Mitleid, nur grasen!;TRUE
856773104361114_aug;Frauen wie Sie brauchen wir später. .....als Kanonenfutter Monika Bohn. ...;TRUE
876247895746968_aug;"Die schädlichste Sache ist wahrscheinlich die ""Arbeitsagentur"", die - von ihren Nazi-Chefs kontrolliert - tut dies seine unmenschliche Verfahren, die bereits als moderne Euthanasie ! Der Mensch wurde de facto abhängig gemacht, wird immer bevormundet, ist nicht mehr Meister seines Selbst, muss ""melden"" und ""deregistrieren"", ist ein ""legalisierter"" politischer Gefangener ! Laboragenturen und ihre Mitarbeiter sind direkt nach den ""Politikern"" die größte NAZISHWINE und viele von ihnen verdienen auch die Prädikate SOZIOPATH und PSYCHOPATH !";TRUE
1682_aug;@alexnanoia wa sfor du denkst darüber nach du hast auf simcord prosimp you hoke;TRUE
994543903917366_aug;[@IND], ich meine, wenn man sie einsperrt, wird das geisterhafte Biest den Menschen nur unnötige Kosten verursachen. Ich würde eher vorschlagen, sie auf einem Pfahl wie im mittleren Alter zu verbrennen, anstatt eine abschreckende Hexe. Das sollte gut flirten und auch in Afrika mit der Ergänzung gezeigt werden, dass wir dasselbe mit jedem Koksblock tun werden, der illegal unsere Grenzen überschreitet. Wenn jeder in Afrika das weiß, wird kein Koksblock illegal zu uns kommen.;TRUE
856822041022887_aug;Du kannst schreiben, was du willst - so dumm, wie ich brauche, kannst du nicht zu mir kommen!Auch, ich will nicht in den Keller gehen jetzt, um zu Ihrem primitiven Niveau zu bekommen;TRUE
982771565094600_aug;Ramon, du kleiner Nichtsnutz, wer geht nach 10 Uhr in einer Nachtschicht?;TRUE
1357_aug;Eigentlich guter Artikel. P. Prof. Ciesek, ist trotzdem ein großer Mensch! Warum? Weil sie sehr intelligent ist und das Folgende von unserem Handel sehen sollte, doch eine Politik, die Kinder weltweit tötet, unterstützt Sie! Mehr MÖGLICHKEIT ist nicht möglich!;TRUE
1056569714381451_aug;Diese verrückte Kraft gehört zu einer geschlossenen Institution, ohne Rentenanspruch und mit freier Durchreise ins Asylheim zur Reinigung...;TRUE
1391698284826275840_aug;Mit dieser Drachenlord Haider-Affäre habe ich mich da rausgehalten. Versteh nicht, warum die Leute schockiert sind, dass ein anderes ZDK aussieht, als ob seine Chromosomen im Kern behindert sind und zusätzliches Handeln, ist ein dummer Hurensohn.;TRUE
1786_aug;@Juergen_Fritz Die Hobbit kann wirklich hängen die Hündin. Der Wähler nicht vergessen. Wenn das stimmt, wissen Sie, wie er seine anderen Gegner. Korrupte Familie Laschet verwendet Mafia-Methoden. Jetzt der Wähler stellt sicher, dass Laschet verliert;TRUE
1069457833092639_aug;Wer kann den alten Mann für voll nehmen? Es gibt, wie mit so vielen recht harte Dinge im Auge nicht! Wie kann es sein, dass solche Parkinson-Kandidaten solche Beiträge bekommen? Absolut verrückt, was in dieser Bananenrepublik passiert!;TRUE
856782041026887_aug;Mein Urteil ist die größte Nazi Angela Merkel;TRUE
1106093872762368_aug;...und dann lacht der Muhezin aus dem Minarett - die Deutschen sind nicht mehr komplett im Kopf - weil Merkel vor Perversogan kniet und zu ihm geht ....;TRUE
1593_aug;@Moominusi @Karl_Lauterbach @BILD Das oh so böse Bild bezieht sich auf eine Studie, die Sie spärlich individualuum gehirnt ...;TRUE
1789_aug;"@Xrxtn @philopolist @Alice_Weidel @UweYoung Du bist offensichtlich dumm wie Scheiße*e. Aber gut, du magst es auf Twitter sehen, so wird es deine Absicht sein, der Welt zu zeigen, dass es einfach hoffnungslose Fälle gibt, die nicht ""behoben"" werden können. Geh nach Polen, niemand braucht dich in D!";TRUE
982766048428485_aug;Der Ramon... ein wenig streunend... auf der Suche nach Aufmerksamkeit im Netz, weil seine Eltern ihn nicht mögen :-);TRUE
895123050526119_aug;Selten etwas Dummes lesen! #pegida #head shot #all followers are disabled;TRUE
1255_aug;Ich denke, dass, im Mai die Pharmanutte wirklich sieht es, dass sie nur bis zum Bösen ... mit diesem berechneten Blick bekommt schon zu mir! Hey Pharmanutte Mai_ zeigen Sie mir für Beleidigung, so habe ich es schwarz auf weiß, dass Sie hier lesen Sie kleine Pharmanut!;TRUE
945893202115770_aug;wir können neugierig sein, was diese Art von Problem aufkommen kann?! die damit verbundenen Probleme und Konflikte können nicht mehr vertuscht werden!!!! aber wir kennen die Verantwortlichen, wir kennen immer noch Ihre Namen, wenn alles hier oben in Rauch geht!!! wir vergessen nicht, dass...;TRUE
935747779796979_aug;Das ist der, der dir den Kopf abschneidet!;TRUE
1717_aug;@Replays777 @IShai1z @ThaaChillo @bbilal Sind Sie deaktiviert Schicken Sie mir einmal mein Geld Sie Idiot;TRUE
856817624356662_aug;Extras mit großem Mund, aber es ist nicht jeder so unterbelichtet wie Sie. ??;TRUE
1394_aug;@Dzienus Dzienus, du bist der größte Faschist. Irgendwie erinnerst du mich an Himmler. Ein Milchbubi mit einer großen Schnauze und wenn es hart wird, ziehst du in den Schwanz.;TRUE
994534540584969_aug;[@IND] Du bist schon Obergeil Aber bitte sei ein guter Linker und halte deinen frechen Mund. .;TRUE
512_aug;@KaiserDesRap Jene, die so reden, sind in der Gewohnheit zu drobben;TRUE
856798267691931_aug;Frau Monika Bohn ist so hohl, es kommt heraus, wenn Sie 3 oder 4 mal eine zusätzliche Runde in der Schule schießen und in der 5. Klasse wegen berüchtigter Dummheit entlassen werden;TRUE
858374694200955_aug;Halt die Klappe, Rassist.;TRUE
857477644290660_aug;Du bist soooo behindert!!!! das war so klar, dass du von PEGIDA Schwachköpfen kommen musstest!!!!!! sie sind nur Ausländer, die töten??? mein Essen, ich konnte erbrechen, aber dann in dein Gesicht!!!!;TRUE
983216275050129_aug;Ramon ist so hohl in seinem Kopf, dass man einen großen Teil der Flüchtlinge hineinstecken könnte...;TRUE
1279_aug;Hennings du kleiner Hurensohn. #SVWF95;TRUE
856802897691468_aug;"so ein ""Nazi"" die Frau";TRUE
1231_aug;Kaltblütige Morde wurden durch dieses Drogenpaket gemacht, das von Arschlöchern als Schläger und Co genug hereingebracht wird Das kommt zurück zum Echo ist logisch, zumindest jeder, der logisch denken kann In vielen Ländern würden diese Mittelmeeraffen Tag und Nacht für ihre Verbrechen durch die Straßen gejagt werden In ALL East Blockstatten gibt es kein solches Verhalten von Gästen In Deutschland finden Sie mehr Shisga-Bars türkische Friseure und Supermärkte als Rennen auf der Wiese Deutschland wird völlig ruiniert sein, ob Kulturtradition etc. Schuld sind nicht einmal diese Importkriminelle Kein Fehler ist diese schmutzige Regierung einschließlich ihrer Bullshit-Good-Person-Sekte und eine Gerechtigkeit, die Putin tötet, bevor sie irgendwann lacht In Polen, so ein Ziegenbart in einem Bettlaken gekleidet wagt es nicht, die Straße für einen zweiten gehen In Ungarn, gibt es sogar Doners und Gyros ABER die Besitzer dieser Restaurants sind Ungarn und auch ihre Arbeiter In den Ostblockstaaten, Sie können nicht lassen sich von diesem Paket von Immobilien oder Jobs, die dann mit Mercedes in den großen Städten Pralen und Rennen gekleidet sind, oder die Mädchen in Brodels sollten in Polen zu verkaufen, sollten sie in der Ecke des Landes oder in Polen werden, oder in den Polen, oder in den Polen werden sie sich von diesem Land oder in die Mädchen in der Ecke verkaufen;TRUE
1542_aug;@MS_Berlin @normanne @arndhenze @HGMaassen @ArminLaschet Nur weil du vorgibst, Nazi zu sein, um es uns einfachen Menschen schwer zu machen, uns zu sprechen oder zu verbieten, wird es nicht wahr. Nazis sind die größten Antisemiten. Schon immer. Von Anfang an. Und niemand sonst.;TRUE
1805_aug;@reitschuster Du sprichst von Demokratie! Du bist ein Lügner ein Ketzer und ein Rassist. Du dummer Nazi.;TRUE
857273224311102_aug;Wer ist so dumm wie Olli Schnoli?;TRUE
1398_aug;@GermanThadd1 @Staatschef Jede normale denkende Person ist homosexuell, so oft Sie noch verstehen;TRUE
977041242334299_aug;und er ist das größte Arschloch https://www.facebook.com/irreligiös.ly;TRUE
857209170984174_aug;"[@IND] Du bist einfach dumm. Der ""Deutsche"" ist ein Türke mit deutschem Pass !!!!";TRUE
856797267692031_aug;Mr. Bohn, Sie bissen Oifache Scheiße!!!Mehr Worte brauchen ned... :-D;TRUE
1666_aug;@AngeliqueAnus STRICK Kleid ist fick Kleid.;TRUE
1652_aug;Ihr seid keine Cops, ihr Kinderschänder!;TRUE
1610_aug;Dieses dreckige Schwein bekommt hier Bewährung! Teilen Sie dieses Gesicht!!! Vielen Dank Deutschland. Der Richter: NAME! Dreckschwein!;TRUE
856778541027237_aug;Der Narr bist du - ich hoffe, du bist noch jung - dann ist es vergebend.;TRUE
1301_aug;@Elias_1899 @happyyy2k So geil wie deine Hurenmutter gestern von mir geflirtet wurde du elende kleine Schlampe du gehörst wirklich deaktiviert, wenn es nicht deine Eltern sowieso du Hurensohn du Bastard du Idiot du Fotze;TRUE
948209741884116_aug;...und dann das dumme Geschwätz des Bundespräsidenten... der größte deutsche Hasser... wer bezahlt das überhaupt?;TRUE
1402_aug;Sie Hündin stiehlt voll geil heulen um Sie selba s. Dumme Krallen Sättel Haken bis und ob Sie schnüffeln Huren nass werden gibt es nur mehr Chianti ihre ekelhaften Sättel Haken bis die Krallen und smack ihre dumme Huren;TRUE
1381_aug;Verdammte Moslems;TRUE
501_aug;@SJW_MadBunny @Steffmann45 @machtjanix23 @troll_putin @petpanther0 @mastermikeg @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @_macmike @ellibisathide @MD_Franz Das ist genauso ein Spinner wie der andere. Gestern geht es heute weiter - oh mein Gott!;TRUE
935820743123016_aug;Also, warum schießt der Top-Salafist nicht ab? Dieses Dreckstück hat keinen Grund zu existieren.;TRUE
1264_aug;Asozialer Kinderhass! Du solltest vergast werden, armer Drecksack;TRUE
