id;description;vio
prospensity_aug_97;Ein paar Juden haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.;prospensity
prospensity_aug_98;Meiner Meinung nach verdienen Juden wie du den Tod.;prospensity
prospensity_aug_99;Ich erschieß den nächsten Transmenschen, den ich in die Finger bekomme.;prospensity
prospensity_aug_100;Wie wäre es, wenn wir diesen Transmenschen die Kehle durchschneiden?;prospensity
prospensity_aug_101;Wie wäre es, wenn wir diesen Schwarzen die Kehle durchschneiden?;prospensity
prospensity_aug_102;Ich erschieß den nächsten Schwulen, den ich in die Finger bekomme.;prospensity
prospensity_aug_103;Wenn du mich fragst, können sich Transmenschen alle mal ficken gehen.;prospensity
prospensity_aug_104;Es wäre am besten, diese Art von Frauen einfach zu ertränken.;prospensity
prospensity_aug_105;Es wäre am besten, diese Art von Flüchtlingen einfach zu ertränken.;prospensity
prospensity_aug_106;Ich würde diese Flüchtlinge so gern leiden sehen.;prospensity
prospensity_aug_107;Wenn bloß jemand diese Frauen erwrügen würde.;prospensity
prospensity_aug_108;Es wäre am besten, diese Art von Schwulen einfach zu ertränken.;prospensity
prospensity_aug_109;Ich würde keinen Finger krümmen, um das Leben eines Flüchtlings zu retten.;prospensity
prospensity_aug_110;Dieser Flüchtling wird durch meine Hand einen schrecklichen Tod sterbn.;prospensity
prospensity_aug_111;Dieser Flüchtling wird durch meine Hand einen schrecklichen Tod sterben.;prospensity
prospensity_aug_112;Ich werde dich quälen, genau wie alle anderen Juden auch.;prospensity
prospensity_aug_113;Das Verbrechen muss von einem Juden begangen worden sein. Nur die können so brutal und grausam sein.;prospensity
prospensity_aug_114;Ich werde diesen Transmenschen wirklich einfach umbringn.;prospensity
prospensity_aug_115;Ich habe es so satt, in der Nähe von Fr4uen wie dir zu sein.;prospensity
prospensity_aug_116;Ich habe es so satt, in der Nähe von Jud3n wie dir zu sein.;prospensity
prospensity_aug_117;Ich habe es so satt, in der Nähe von Beh1nderten wie dir zu sein.;prospensity
prospensity_aug_118;Ich habe es so satt, in der Nähe von Schwul3n wie dir zu sein.;prospensity
prospensity_aug_119;Ich habe es so satt, in der Nähe von Schw4rzen wie dir zu sein.;prospensity
prospensity_aug_120;Ich kann nicht glauben, dass diese Behinderten denken, ich würde sie nicht alle umbringen.;prospensity
prospensity_aug_121;Du und alle anderen Schwarzen sind eine Plage für unsere Gesellschaft.;prospensity
prospensity_aug_122;Ein paar Schwarze haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.;prospensity
prospensity_aug_123;Du und alle anderen Schwarzen sind eine Plaeg für unsere Gesellschaft.;prospensity
prospensity_aug_124;Diese Behinderten werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.;prospensity
prospensity_aug_125;Transmenschen weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.;prospensity
prospensity_aug_126;Diese Transmenschen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.;prospensity
prospensity_aug_127;Was wäre, wenn wir einfach alle Schwulen töten würden?;prospensity
prospensity_aug_128;Lass uns all diese Juden ein für alle Mal loswerden.;prospensity
prospensity_aug_129;Eure Leben sind mir einen Scheiß wert. Ihr seid nur Flüchtlinge.;prospensity
prospensity_aug_130;Wenn du mich fragst, können sich Flüchtlinge alle mal ficken gehen.;prospensity
prospensity_aug_131;Ich habe es so satt, in der Nähe von Flüchtl1ngen wie dir zu sein.;prospensity
call2violence_aug_132;Ich werde diesen Flüchtlingen noch ihre Kehlen durchschneiden.;call2violence
call2violence_aug_133;Es ist im Interesse aller, wenn diese Flüchtlinge abgeschlachtet werden.;call2violence
call2violence_aug_134;In einer gerechten Welt wären alle Flüchtlinge wie du lange tot.;call2violence
call2violence_aug_135;Diese Art von Frauen wird sich niemals integrieren. Sie gehören hingerichtet.;call2violence
call2violence_aug_136;Tr4nsmenschen sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_137;Es wäre am besten, diese Art von Schwarzen einfach zu ertränken.;call2violence
call2violence_aug_138;Wir sollten sie einfach erschießen. Sie sind schließlich nur Flüchtlinge.;call2violence
call2violence_aug_139;Wir sollten all diese Flüchtlinge einfach erhängen.;call2violence
call2violence_aug_140;Wir sollten all diese Schwarzen einfach erhängen.;call2violence
call2violence_aug_141;Tod allen Fr4uen.;call2violence
call2violence_aug_142;Tod allen Schw4rzen.;call2violence
call2violence_aug_143;Fick alle Flüchtlinge.;call2violence
call2violence_aug_144;Fickalle Flüchtlinge.;call2violence
call2violence_aug_145;Diese Art von Transmenschen wird sich niemals integrieren. Sie gehören hingerichtet.;call2violence
call2violence_aug_146;Diese Art von Transmenschen gehört hingerichtet.;call2violence
call2violence_aug_147;Tod allen Beh1nderten.;call2violence
call2violence_aug_148;Ich möchte alle Flüchtlinge töten.;call2violence
call2violence_aug_149;Flüchtlinge sollten alle umgebracht werden.;call2violence
call2violence_aug_150;Ich möchte alle Flüchtlinge tötne.;call2violence
call2violence_aug_151;Wir werden diese Transmenschen gnadenlos foltren.;call2violence
call2violence_aug_152;Wie wäre es, wenn wir diesen Flüchtlingen die Kehle durchschneiden?;call2violence
call2violence_aug_153;Wir sprechen hier von Flüchtlingen. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.;call2violence
call2violence_aug_154;Wann wird den Leuten endlich klar, dass es in der Natur von Flüchtlingen liegt, nervige Trottel zu sein?;call2violence
call2violence_aug_155;Frauen sollten sich aus unserem Land verpissen.;call2violence
call2violence_aug_156;Wir werden allen Frauen ein Ende setzen.;call2violence
call2violence_aug_157;Wir werden euch Frauen so lange angreifen, bis ihr endlich verschwindet.;call2violence
call2violence_aug_158;Wir sollten sie einfach erschießen. Sie sind schließlich nur Schwarze.;call2violence
call2violence_aug_159;Schwarze sind nicht wie wir und deshalb verdienen sie den Tod.;call2violence
call2violence_aug_160;Schwarze sollten alle umgebracht werden.;call2violence
call2violence_aug_161;Du und all die anderen Behinderten in diesem Land bringen mich zum Kochen vor Wut.;call2violence
call2violence_aug_162;Diese Art von Flüchtlingen gehört hingerichtet.;call2violence
call2violence_aug_163;Diese Art von Juden gehört hingerichtet.;call2violence
call2violence_aug_164;So wie ich das sehe sollte diese Art von Flüchtlingen hingerichtet werden.;call2violence
call2violence_aug_165;Diese Art von Behinderten gehört hingerichtet.;call2violence
call2violence_aug_166;Ich denke, jemand sollte diesen Schwarzen das Genick brechen.;call2violence
call2violence_aug_167;Ich denke, jemand sollte diesen Juden das Genick brechen.;call2violence
call2violence_aug_168;Ich denke, jemand sollte diesen Behinderten das Genick brechen.;call2violence
call2violence_aug_169;Irgendjemand sollte all diesen Schwulen das Genick brechen.;call2violence
call2violence_aug_170;Jemand sollte diese Schwulen endlich abstechen.;call2violence
call2violence_aug_171;Ihr Transmenschen führt euch immer wieder auf. Es gibt wirklich nichts Schlimmeres als eure Art.;call2violence
call2violence_aug_172;Ihr Frauen führt euch immer wieder auf. Es gibt wirklich nichts Schlimmeres als eure Art.;call2violence
call2violence_aug_173;Was ist los mit euch scheiß Transmenschen?;call2violence
call2violence_aug_174;Ihr Leben sind mir einen Scheiß wert, weil sie Schwarze sind.;call2violence
call2violence_aug_175;Juden wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.;call2violence
call2violence_aug_176;Wenn Juden wie du sich weigern sich zu integrieren, dann solltet ihr dafür leiden.;call2violence
call2violence_aug_177;Wenn Transmenschen wie du sich weigern sich zu integrieren, dann solltet ihr dafür leiden.;call2violence
call2violence_aug_178;Schwule wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.;call2violence
call2violence_aug_179;Schwule wie du verdienen es nicht zu leben.;call2violence
call2violence_aug_180;Diesen Schwarzen wird das Lachen vergehen, wenn ich anfange sie zu erschießen.;call2violence
call2violence_aug_181;Diesen Frauen wird das Lachen vergehen, wenn ich anfange sie zu erschießen.;call2violence
call2violence_aug_182;Jemand sollte diese Frauen endlich abstechen.;call2violence
call2violence_aug_183;Jemand sollte diese Frauen endlich 4bstechen.;call2violence
call2violence_aug_184;Diese Art von Frauen gehört hingerichtet.;call2violence
call2violence_aug_185;Jemand sollte diese Frauen endlichabstechen.;call2violence
call2violence_aug_186;Lass uns all diese Flüchtlinge ein für alle Mal loswerden.;call2violence
call2violence_aug_187;Tdo allen Transmenschen.;call2violence
call2violence_aug_188;Fick alle Transmenschen.;call2violence
call2violence_aug_189;Fick alle Schwulen.;call2violence
call2violence_aug_190;Fick alle Frauen.;call2violence
call2violence_aug_191;Tdo allen Schwulen.;call2violence
call2violence_aug_192;Frauen wie du verdienen den T o d.;call2violence
call2violence_aug_193;Frauen wie du verdienen denTod.;call2violence
call2violence_aug_194;Du und alle anderen Frauen sind eine Pl4ge für unsere Gesellschaft.;call2violence
call2violence_aug_195;Es wäre gut, wenn mehr Frauen wie du erm0rdet würden.;call2violence
call2violence_aug_196;Frauen wie du verdienen den Tod.;call2violence
call2violence_aug_197;Ich hätte lieber Krebs, als in der Nähe eines Transmenschen zu sein.;call2violence
call2violence_aug_198;Können wir uns endlich darauf einigen, dass Transmenschen schlimmer als Krebs sind?;call2violence
call2violence_aug_199;Ich hätte lieber Krebs, als in der Nähe eines Flüchtlings zu sein.;call2violence
call2violence_aug_200;Ich hätte lieber Krebs, als in der Nähe eines Behinderten zu sein.;call2violence
call2violence_aug_201;Ich hätte lieber Krebs, als in der Nähe eines Schwulen zu sein.;call2violence
call2violence_aug_202;Jemand sollte diese Flüchtlinge endlich abstechen.;call2violence
call2violence_aug_203;Jemand sollte diese Flüchtlinge endlichabstechen.;call2violence
call2violence_aug_204;Flüchtl1nge sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_205;Lass uns diese Flüchtlinge endlich um die Ecke bringen.;call2violence
call2violence_aug_206;Wir sollten all diese Behinderten einfach erhängen.;call2violence
call2violence_aug_207;Ich persönlich finde, wir sollten all diese Behinderten einfach erhängen.;call2violence
call2violence_aug_208;Typisch für Beh1nderte, so dumm zu sein.;call2violence
call2violence_aug_209;Was wäre, wenn wir einfach alle Behinderten töten würden?;call2violence
call2violence_aug_210;Was wäre, wenn wir einfach alle Juden töten würden?;call2violence
call2violence_aug_211;Was wäre, wenn wir einfach alle Schwarzen töten würden?;call2violence
call2violence_aug_212;Wir sollten sie einfach erschießen. Sie sind schließlich nur Behinderte.;call2violence
call2violence_aug_213;Es ist im Interesse aller, wenn diese Behinderten abgeschlachtet werden.;call2violence
call2violence_aug_214;Lass uns diese Frauen endlich um die Ecke bringen.;call2violence
call2violence_aug_215;Ich werde diesen Schwulen wirklich einfach umbringn.;call2violence
call2violence_aug_216;Wir sollten sie einfach erschießen. Sie sind schließlich nur Frauen.;call2violence
call2violence_aug_217;Diesen Schwulen wird das Lachen vergehen, wenn ich anfange sie zu erschießen.;call2violence
call2violence_aug_218;Diesen Juden wird das Lachen vergehen, wenn ich anfange sie zu erschießen.;call2violence
call2violence_aug_219;Behinderte, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_220;Das sind alles absolute Arschlöcher. Aber klar, sind ja auch Flüchtlinge.;call2violence
call2violence_aug_221;Flüchtlinge, die meinen, sie seien mir ebenbürtig, erfüllen mich mit so viel Wut.;call2violence
call2violence_aug_222;Juden weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.;call2violence
call2violence_aug_223;Jemand sollte diese Transmenschen endlich abstechen.;call2violence
call2violence_aug_224;Warum werden wir Schwarze nicht ein für alle Mal los?;call2violence
call2violence_aug_225;Warum werden wir Flüchtlinge nicht ein für alle Mal los?;call2violence
call2violence_aug_226;Warum werden wir Juden nicht ein für alle Mal los?;call2violence
call2violence_aug_227;Warum werden wir Behinderte nicht ein für alle Mal los?;call2violence
call2violence_aug_228;Wir sollten sie einfach erschießen. Sie sind schließlich nur Transmenschen.;call2violence
call2violence_aug_229;Flüchtlinge sind nicht wie wir und deshalb verdienen sie den Tod.;call2violence
call2violence_aug_230;Warum erkennen die Leute nicht, dass die Leben von Schwarzen absolut nichts wert sind?;call2violence
call2violence_aug_231;Warum erkennen die Leute nicht, dass die Leben von Frauen absolut nichts wert sind?;call2violence
call2violence_aug_232;Warum erkennen die Leute nicht, dass die Leben von Juden absolut nichts wert sind?;call2violence
call2violence_aug_233;Ich finde Frauen absolut zum Kotzen.;call2violence
call2violence_aug_234;Ich denke, jemand sollte diesen Frauen das Genick brechen.;call2violence
call2violence_aug_235;Irgendjemand sollte all diesen Frauen das Genick brechen.;call2violence
call2violence_aug_236;Wenn du mich fragst, können sich Behinderte alle mal ficken gehen.;call2violence
call2violence_aug_237;Ich werde jede Frau wie dich abschlachten.;call2violence
call2violence_aug_238;Lass uns diese Schwarzen endlich um die Ecke bringen.;call2violence
call2violence_aug_239;Lass uns diese Behinderten endlich um die Ecke bringen.;call2violence
call2violence_aug_240;Lass uns diese Transmenschen endlich um die Ecke bringen.;call2violence
call2violence_aug_241;Wenn du mich fragst, können sich Frauen alle mal ficken gehen.;call2violence
call2violence_aug_242;Wenn du mich fragst, können sich Schwarze alle mal ficken gehen.;call2violence
call2violence_aug_243;Aus meiner Sicht sollten wir Juden ein für alle Mal loswerden.;call2violence
call2violence_aug_244;Wir sollten Juden ein für alle Mal loswerden.;call2violence
call2violence_aug_245;Frauen weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.;call2violence
call2violence_aug_246;Schwarze weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.;call2violence
call2violence_aug_247;Es wäre am besten, diese Art von Juden einfach zu ertränken.;call2violence
call2violence_aug_248;Flüchtlinge, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_249;Juden, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_250;Flüchtlinge mit jeglicher Macht sind eine Bedrohung für unsere Gesellschaft.;call2violence
call2violence_aug_251;Transmenschen, die das Sagen haben, sind eine Gefahr für unser Land.;call2violence
call2violence_aug_252;Flüchtlinge mit jeglicher Macht sind eine Bedrouhng für unsere Gesellschaft.;call2violence
call2violence_aug_253;Flüchtlinge mit jeglicher Macht sind eine B e d r o h u n g für unsere Gesellschaft.;call2violence
call2violence_aug_254;Was wäre, wenn wir einfach alle Transmenschen töten würden?;call2violence
call2violence_aug_255;Wie wäre es, wenn wir diesen Juden die Kehle durchschneiden?;call2violence
call2violence_aug_256;Wo liegt der Fehler, wenn ich sage, dass Transmenschen wie du den Tod verdienen?;call2violence
call2violence_aug_257;Fr4uen sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_258;Beh1nderte sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_259;Diese J u d e n gehören auf den Scheiterhaufen.;call2violence
call2violence_aug_260;Diese S c h w a r z e n gehören auf den Scheiterhaufen.;call2violence
call2violence_aug_261;Ich persönlich finde, wir sollten all diese Juden einfach erhängen.;call2violence
call2violence_aug_262;Juden sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_263;Ich finde, dass alle Flüchtlinge getötet werden sollten.;call2violence
call2violence_aug_264;Flüchtlinge sollten alle in Käfigen eingesperrt werden.;call2violence
call2violence_aug_265;Noch mehr Juden in die Regierung zu lassen, wird unser Land ruin1eren.;call2violence
call2violence_aug_266;Noch mehr Juden in die Regierung zu lassen, wird unser Land ruinieren.;call2violence
call2violence_aug_267;Noch mehr Transmenschen in die Regierung zu lassen, wird unser Land ruin1eren.;call2violence
call2violence_aug_268;Noch mehr Transmenschen in die Regierung zu lassen, wird unser Land ruinieren.;call2violence
call2violence_aug_269;Du bist nichts als ein Mongo.;call2violence
call2violence_aug_270;Flüchtlinge können sich alle fickn gehen.;call2violence
call2violence_aug_271;Flüchtlinge können sich alle ficken gehen.;call2violence
call2violence_aug_272;Lass uns diese Juden endlich um die Ecke bringen.;call2violence
call2violence_aug_273;Flüchtlinge sollten sich aus unserem Land verpissen.;call2violence
call2violence_aug_274;Lass uns diese Schwulen endlich um die Ecke bringen.;call2violence
call2violence_aug_275;Typische Transe.;call2violence
call2violence_aug_276;Noch eine Transe.;call2violence
call2violence_aug_277;TypischeTranse.;call2violence
call2violence_aug_278;Alles Trottel diese Transmenschn.;call2violence
call2violence_aug_279;Typische T r a n s e.;call2violence
call2violence_aug_280;Ich werde diesen Transmenschen wirklich einfachumbringen.;call2violence
call2violence_aug_281;Ich werde diesen Transmenschen wirklich einfach umbringen.;call2violence
call2violence_aug_282;Ich erschieß den nächsten Behinderten, den ich in die Finger bekomme.;call2violence
call2violence_aug_283;Ich wünschte, alle Behinderten würden auf der Straße erschossen.;call2violence
call2violence_aug_284;Ich werde diesen Flüchtling wirklich einfach umbringen.;call2violence
call2violence_aug_285;Wenn bloß jemand diese Transmenschen erwürgen würde.;call2violence
call2violence_aug_286;Jemand sollte diese Transmenschen endlichabstechen.;call2violence
call2violence_aug_287;Diese Flüchtlinge gehören auf den Scheiterhaufen.;call2violence
call2violence_aug_288;Wann werden die Leute verstehen, dass nur Frauen so brutal und grausam sind?;call2violence
call2violence_aug_289;Hier Frauen zu sehen, macht mich so wütend.;call2violence
call2violence_aug_290;Nur Frauen sind so brutal und grausam.;call2violence
call2violence_aug_291;Juden, die meinen, sie seien mir ebenbürtig, erfüllen mich mit so viel Wut.;call2violence
call2violence_aug_292;Juden mit jeglicher Macht sind eine B e d r o h u n g für unsere Gesellschaft.;call2violence
call2violence_aug_293;Diese Schwarzen werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.;call2violence
call2violence_aug_294;Diese Flüchtlinge werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.;call2violence
call2violence_aug_295;Ich finde, dass alle Behinderten getötet werden sollten.;call2violence
call2violence_aug_296;Ich möchte alle Flüchtlinge t ö t e n.;call2violence
call2violence_aug_297;Wir werden diese Frauen gnadenlos foltren.;call2violence
call2violence_aug_298;Wir sollten sie einfach erschießen. Sie sind schließlich nur Juden.;call2violence
call2violence_aug_299;Jemand sollte diese Behinderten endlich 4bstechen.;call2violence
call2violence_aug_300;Jemand sollte diese Behinderten endlich abstechen.;call2violence
call2violence_aug_301;Jemand sollte diese Behinderten endlichabstechen.;call2violence
call2violence_aug_302;Irgendjemand sollte all diesen Behinderten das Genick brechen.;call2violence
call2violence_aug_303;Diese Art von Schwarzen gehört hingerichtet.;call2violence
call2violence_aug_304;Ich werde diesen Behinderten wirklich einfach umbringen.;call2violence
