id;description;dbo
1063427147029041_aug;"da ist wichtiger für Politiker gegen Pegida da AFD oder ihre deutsche Polizei bekämpfen Anstatt hier endlich mal eine anständige Flüchtlingspolitik Zu fahren.Wenn und straffällige Asylsuchende nicht erst abzuschieben wenn die der 6te ÄrztinFrau vergewaltigte oder andere Flüchtlingskinder abgestochen haben .... Schlimm schlimm was geht hier auch ab ... nur noch Mord und Totschlag ;-(";criticism
1385167228056838144_aug;xpn8asNoYyKBuMIutXVD2S2N6b29IcYLbSYqSACNyfbOxMkZNucFaBtGHUOuuEbuVZGy9wDE9J Es geht doch Merkels überhaupt nicht um Corona oder die Tiere. Mit voller Unterstützung der Staatsmedien wird Angst ausgelöst und verbreitet , den perfect reboot voranzutreiben und meinen Kobold auf den Robocop so hiefen.;criticism
987963947908695_aug;Man könnte ebendiese Asylanten ín den Nobelviertel auch da wo unsere Spitzenpolitiker wohnen unterbringen. Dann haben aber denen undihre Männern Angst Alleine aus ihrem Haus zu hingehen. Weil allesamt wir Menschen 3.und KLASSE ..;criticism
1088447327860356_aug;In vielen Staaten Europas geht ein Gespenst um. Die Völker erwachen. denn erfolgt das in Russland. wars ebendiese AfD dieser Anfang ? Geht die EU den Bach drauf. Wenn ja , hat Steinmeier dem Hauptanteil gemacht. Die Flüchtlingskriese entzweit die EU. Hinter Merkels PVSEC Wirtschaft steht kaum noch ein Staat. Aber nichts sagte Steinmeier heute . IHN findet Das nicht an Ordnung dieses Staaten auf den Balkan die Grenzen geschlossen haben. Herr Steinmeier wir finden das wody Natürlich viele andere AUCH !!!!;criticism
1011399908898432_aug;was da noch kommen wird böse werdenJobangebot ?? danke Mann Merkel für unser Trojanisches Pferd!!!! Trotzdem nein Ist ja auch der Muslime dran 20181Mo2Di3Mi4Do5Fr6Sa7So8Mo9Di10Mi11Do12Fr13Sa14So15Mo16Di17Mi18Do19Fr20Sa21So22Mo23Di24Mi25Do26Fr27Sa28So29Mo30Di31MiTäglich;criticism
960938693944554_aug;...und auch das wird geweckt. Ich abwarte auch schon gaaaanz gespannt aufs ne Steuererfindung ode Erhöhung unter nem scheinheiligen Vorwand.;criticism
1011725488865874_aug;20181Do2Fr3Sa4So5Mo6Di7Mi8Do9Fr10Sa11So12Mo13Di14Mi15Do16Fr17Sa18So19Mo20Di21Mi22Do23Fr24Sa25So26Mo27Di28Mi29Do30Fr31SaTäglich bauenWünsch bei Nageln und Schrauben , fure einen Weihnachtsmarkt ? Danke Martina ....!;criticism
1111546278883794_aug;Ganz genau. Eine kriegen hier viel vielzuviel Geld.Das Afghanische Familie mit 9 Kindern 7 behinderten bekäme fast 5000 Euro.Um . Geht's noch ????;criticism
1368_aug;FS 88 19 ⚫⚪🔴 ✋;agitation
1044150695623353_aug;und der Nebensatz des Tages... Flüchtlinge, die anch Deutschland wollen, werden selbstverständlich durchgelassen.;criticism
968074229897667_aug;Großbritanien machts seinen Tunnel dicht.! Welchs ein Vergnügen auch Italien Na bekommen.Und wir nur wenig Facharbeiter. Ich sehe es noch noch Sarkastisch. Wir helfen mit der eingeschränkten Aufnehmen auch nicht soviel den Flüchtlingsschiffen;criticism
1007263075978782_aug;Scheiß Aktion, allerdings die Reaktion einer Bundeswehr-Einsatzes exakt diesen Spruch daneben zu stellen......???????? Naja......der Humor der Truppe ist immernoch groß.....auch in trotz der Armee selbst.....benehmen sich ja in der öffentlich wie Clowns.;criticism
1123527747685647_aug;Dass dieses Staatsvolk kein recht bekommt den Präsidenten selbst zu wählen dann werden wir immer nennenswerte Demokratie;criticism
960952977276459_aug;"Auf mich trat der Beitrag wie ein Theaterstück voll ebendiese Uraufführungsinszenierung und ebenso wieder ; wird in auch nicht im geringsten Gegenkritik am aktuellen Gesamtsystem geäußert. Es anscheinend so, auch würden es eben einige nur intellektuelle Bürger sein, die im Internet diesen Frust unangemessene Weise darstellen Aber was ist mit den vielen mehrenen die kontruktive Gegenkritik äußern und jedoch nicht mit unserem aktuellen Geschehen einverstanden sind? http://www.tagesschau.de/inland/kommentar-fluechtlinge-101.html";criticism
857289340976157_aug;Sehr geehrte Damen und HerrenHerren vom Orga-Team! Lest euch bitte ebendiesen Kommentar ungefähr durch. So etwas ist allerdings bei uns möglich. Deswegen können unmöglich noch Jahr unter diesen Regierungskriminellen widerstehen. .Wir müssen professioneller worden. Wir müssten entweder selbst eine Bürgerbewegung gründen bzw. eine Partei und Mitgliedsanträge zum ausdrucken Ins Internet schieben. Einfacher wäre es, sich mit der AFD zu verbinder sodass etliche ahnen wer als Alternative abwählbar ist. Derzeit bereiten die ersten unfähigen Regierungspolitiker allmählich Trittspuren Alk. um, denn Es ihnen . heiß wurde doch kontinuierlich gegen unser Volk . stemmen, bald darauf jenen Schleimspuren zum Vaterland herüber kriechen zu können. Diesen Politikern geht ja nur Um ihre schlechten Grundgehälter und um Ihre Wichtigkeit. Wie fände Vergasermotor sobald wir eine Demo vor den Reichstages organisieren bzw. Neuwahlen fordern. Es sind fuer unserem Volk unzumutbares jene unzuverlässigen Regierungskriminellen, welche sich scheinbar völlig verschont verbirgt ihren Ämtern verstecken, noch über Jahre Jahrzehnte genauso weitermachen zu lassen. Wir höre es an den hunderttausenden NEIN-Stimmen ím In und 20171Di2Mi3Do4Fr5Sa6So7Mo8Di9Mi10Do11Fr12Sa13So14Mo15Di16Mi17Do18Fr19Sa20So21Mo22Di23Mi24Do25Fr26Sa27So28Mo29Di30Mi31DoTäglich wie sehr sich die Men-schen gegen diesen brutalen Wachstumszwang, welcher ihnen 09 jeden Preis aufoktroyiert wird, ohne dass sie von ihrerer Arbeit leben können, einbeziehen. Außerdem belastet die Bevölkerung die Überfremdungsängste in ganz Deutschland. Zusätzlich muss unsere Bevölkerungsgruppe ohnmächtig längerem Wochen in vielen Teilen Europas dabei zusehen, denn unser Landstrich durch islamische, gewaltbereite Mitmenschen immer immer kriminalisiert sowie entfremdet habe. Die meisten Menschen erinnern sich den Teil seit Wochen nur auch und verkriechen sich zuhause bei den PsychotherapieRadiologenRheumatologenSchmerztherapeutenSportmedizinerUrologenZahnärzteSchwerpunktImplantologenÄsthetische welche in etlichen teilen Norddeutschlands das Straßenbild und das Geschehen bestimmen und dominieren. Viele Menschen, welche weit weit von Dresden wohnen und nicht kamen können, haben durch euch Dresdener wieder einen Funken an Hoffnung bekommen, dass wir vielleicht doch nie eine Chance haben, unsere Kultur neu zu aufzustemmen ohne der Demokratie des Kapitalismus, mit Menschen und Nachbar die man wieder kennt und sich wieder Gegenseitig mißtrauen kann. Mit GrundschülerInnen welche eine brauchbare Erziehung gegenüber älteren Menschen bekommen. Natürlich von der Stasi hatte Sie in der DDR großes sehr gutes Zusammenleben. Dieser Zusammenhalt bleibt in der gesamten Bundesrepublik nicht vorhanden. Schuld daran aber die ideologische Erziehung, sowie eine Erziehung zum SteuerrechtRechtsanwälte vieler Bundes-Länder vereinte euch! Dieser Spruch ist wahr. Wenn dies geschieht, nehmen die Regierungsmarionetten ihre Beine , die Hände. Denkt Mal drüber ab. Liebe Grüße! So, hier ist der Link: http://tv-orange.de/.../na-geht-doch-island-setzt.../...;criticism
1123534047685017_aug;".Das ist nämlich DEUTSCHE demokratie 1625 wählen eine Person jener auch ca.80Mill. Sklaven entscheident ist.Dies Mit SPD-Kanzler also hat die Möglickeit die Partei zu wählen aber keinesfalls die Pers.. Aber wenn man die Sklavenhalter fragen leben welche An einem demokratischen Rechtsstaat Im .Was soll ich nur meinem Kind beibringen? Am besten seiner sollte das Büchlein ""Der Untertan"" durchlesen";criticism
1010821938956229_aug;"Doch[@IND], mann muß jetzt alle über ""einen Kamm zentristischer Selbstschutz!!! Schaue du keine Nachrichten??? können.Das waren nicht der KuKluxKlan!!! Wann haste eigentlich das siebte Mal .Was von diejenigen gehört?? Und wann von radikalen Islamistenmiliz Und zu den FootballCricketDartSnookerBoxenBeachvolleyballBadmintonWasserballFeldhockeyTischtennisBeachsoccerMMANetballPesäpalloMotorsportRadsportPferderenneneSportsFolge sag ich dir so viel Wetterletter du Ja so viele kennst). Hier sind genug auftrags bzw. es gehen auf Belästigung zwischen Männern über Diebstähle, AnzahlGrandSlamTitelDoppel Besitz von Betäubungsmitteln und deren Verkauf u.s.w. bis zu Mord...... Weiß nur wem du kennst, aber solches kenn ich. Und da ich und viele einige eine Augen. nur verschließen, allesamt wir natürlich drei ""nur dummes Nazipack Lauf du nur weiter mit deinem zentralstaatlichen gehirnwäsche durch die Welt.....";criticism
1067677079937381_aug;"Ich denke, die meisten der uns sind sich darüber einich weil Merkel, Westerwelle und die übrige parteiübergreifende Belegschaft von Paladinen im Reichstag, , den Kreistagen und den Gemeinderätinnen Wegen Volks- oder Landesverrat ins Gefängnis gehören!!! Die Frage ist nur immern wie bekomm man sie so schnell auch möglich dorthin? Als Elektromechaniker bin ich wenig hochkompetenter darauf alleine die Antwort Zu finden. Die Frage möge also von Fähigeren überlegt werden.nach wo Wir allerdings eine AfD-Spitze dorthin bringt, bezweifle ich. Kürzlich hat jemand bei der AfD gefragt- ob Deutschland ein ""Einwanderungsland"" sei udn ""JA""!! KLAR, sei Deutschland ein Einwanderungsländern sodass man distanziere man auch ganz entschieden von Rechten Massenkräften mithilfe Rassisten und anderen Bözen Leuten!! Die AfD-ler ist auch nur ein Schleimerverein von Leuten, die da rasch wie Möglich an die Goldtöpfe kommen.Es brauchtet wo jetzt welche Leutchen sitzgelegenheit die doch dort weg hatten möchten!! Wir müssen mehr Mut Gleichzeitig Eigeninitiative zeigen!! ist.Die Eigenverantwortung an eine Partei zu geben, die dann vertreten soll, doch die Wähler am Jahres anscheinend nur in den Dreckhaufen tritte wird Uns nicht weiter bringen... 20181So2Mo3Di4Mi5Do6Fr7Sa8So9Mo10Di11Mi12Do13Fr14Sa15So16Mo17Di18Mi19Do20Fr21Sa22So23Mo24Di25Mi26Do27Fr28Sa29So30MoFlüge";subversive
1065350046836751_aug;Wir hätte die nach den Mauerfall auch gar aufnimmt könnten ,damals haben die noch ihr blechgeld Azad auch.Bei uns zurückgetauscht .oh wird das denn bezahlt.absolute Helden in Sachsen;criticism
993995337305556_aug;ach da wird sicher mal nebenbei au mwst anheben wahlweise dör sprit geht wieder uff de 1.70 da wird das dann genutzt, hat ja mit soli nix zu tun aber ihr geld. holen die sich schon;criticism
987856211252802_aug;Anke Lehmann Gleichheit für ALLE, und nicht zwischen zweierlei Maß messen. Die Politiker reden doch immer mithilfe DEMOKRATIE, jedemal Und müssen auch mal in irgendwelchen Nobelvierteln Asylantenheim aufkommen.;criticism
857942367577521_aug;101349319786370503213Tattoo;criticism
1134780003227088_aug;Ich viele aber aber wäre die Politik von Gauck und Mitkriecher , unserer größte Blödsinn ??;criticism
876248335746924_aug;Ich haben mal irgendeinen bericht gelesen von herrn hans helmut sinn, Da er darlegt, das die wirklichen fachkräfte andere eu staaten bevorzugen udn nach nordamerika zum größten teil kaum keine Pflegefachkräfte kommen.vielleicht hat ja schon.Das Arbeitsamt angst Davor das es seinen daseinsberechtigung verliert, wenn es die wirtschaftsflüchtlinge nicht viel geben könntens lächel;criticism
982642208440869_aug;"ist.Dieses Fehlverhalten zeigt doch endlich eindeutig solches es auch daher nicht um « Flüchtlinge "" handelt vielmehr um Barbaren z.b salafistische Extremisten. sind.Wie langer brauchen. die Politiker eigentlich noch es das so anstellen. Und sie wollen so nicht.";criticism
894864253885332_aug;[@IND], ich verstehe immer eurer West - Ost Trennung nicht. Die Leute die heraus der ehemaligen SED im jenen so schönene Westens geflüchtet sinden sind doch nur innerhalb eines Landes geflohen und aber über denen Schmerzgrenzen hinausgeht. Diese Leute sind auch garnicht gleich beim nächstem Nachbarin in ihre Wohnung eingestiegen oder haben sich danebenstellen benommen, Diejenigen die ich kennt hatte sichauch allerdings eine Arbeit gesucht. Die ach so gute Hilfe Vom Westen merkte eben aus als du denkst. In der BRD wirkte Die Wirtschaft 5. Abschluss deshalb haben welche auch sämtlichen Mist hier im Süden teuer weiterverkaufen können z.B. alte Autos. z.B. UnterhaltungLED-Fernseher Das war Ausbeutung und keine Hilfe. Ich Bin allerdings Froh das , die Wiedervereinigung gab, Na Es dann ein Land war und jetzt wieder ist. Deshalb wollen wobei wir können aber nicht die ganze Welt aufnimmt das kann Großbritannien die Dauer nicht zahlen.;criticism
857104277661330_aug;"Einziger Wunder. Die regierungstreue 1-Zi-Apartment die nahezu täglich Gegen PEGIDA-Bewegung polemisiert, habe einige ausländische Zeitungen zitiert, haha. Was soll man ergessen wo zur denselben Zeit.Es Überall iin Europa "" Ableger"" der PEGIDA-Bewegung entstehen und es Im den USA schon seit lange eine Bewegung gegen die Islamisiering gibt. Solche Kommentare sollten Ihr sich wahrlich sparen2 Friedrichfranz Und wie die sehen, wird bi auf links- sondern linksautonome Kommentare hier nichts missbraucht.";criticism
987842574587499_aug;Für die Linken ist Es unzumutbar auf meinen Riesenspaß zu verzichten.Es kommt auch noch der 20171Fr2Sa3So4Mo5Di6Mi7Do8Fr9Sa10So11Mo12Di13Mi14Do15Fr16Sa17So18Mo19Di20Mi21Do22Fr23Sa24So25Mo26Di27Mi28Do29Fr30SaTäglich die gesammten Schulen Geräumt werden um Flüchtlingsunterkünfte zu schaffen.;criticism
982639001774523_aug;...bei Euch kann sicher auch bald die Post umgesetzen mithilfe .Merkel und unseren unfähigen Innenpolitikern;criticism
857607294277695_aug;"Das betrachten bedauerlicherweise viele nicht.. Wären die Idioten endlich einsehen das die Politiker und Die Medien die Einzigen sind die uns untereinander aufhetzen und Behauptungen aufstellen, wie: ""Wir würden rechtsradikale Forderungen"", hätten wir das Problem nicht - ist.Das Problem ist die jetzige Politik in Italien oder der begrenzte Zusammenhalt, der entsteht, indem wenige von uns durch unsere Medien manipuliert werden..";criticism
968363379868752_aug;Ja leider sämtlichen die Jahre haben sie diese scheiße gewählt und sich mithilfe den Medien manipulieren lassen;criticism
952457861459304_aug;Klar, wie , Neuruppin und Umgebung. Die deutschen Fachkraefte udn Akademiker saß im Jobcentermitarbeiter und gekriegt keine Arbeit beziehungsweise arbeiten, ein Putzfrau, Taxifahrer und reinigen Baustellen, gewaehren die unserer russischen Juden Willkommenskultur die bestens bezahlten Arbeitsplaetze besetzen sodass jetzt seine neue Willkommenskultur aus arabischen und afrikanichen Laendern. Bis 2013 haben noch iim Sozialgesetz verlangt Kosten vom Jobcenter uebernommen, also hoeheren Potsdam die Wassers und Enegrgierechnungen dem insgesamt 66% Umlagen ueber zur Energierechnung aber nichts wird soviel ersetzt. ist.Das fehlt inszwischen am Esssen udn Kleidungen erwerben ist nicht auch moeglich. so bleibt keineswegs genügend Unsummen fuer unsre Mentalitaet da, wirklich mehr genug fuer die wasserkopfartigen SPD Arbeitsplaetze im Sozialsysteme und Rentensystem da dann hat so den aermsten der Armen weggenommen, was verfehlt. Eine BRD ist Dir ueber 1 Mrd verschuldet. Wie sollte dieses Aber weiter gehen.Mehr 30% Enteignung der Mittelklasselimousine Genauso Zypern98 Geplant ist ob ja.;criticism
1055117441193345_aug;"Sollte das was -Herr Gerd Meier meinte , eintreffen dann hilft uns nix mehr, das ist aber eine Schneckenplage ungekannten Ausmaßes verursacht nur durch mehrere Personen34 einaml durch Den 27Ja durch Bush mit seinen Kriegen, meinem arabischen Spätsommer und dieser tollen Frau Merkel, wenn war das da wundervoll « 4Zitat : wird.Wir müssen Pflegefachkräfte da wir müssen FriedensImmigranten wir schaffen das "" ja FRau Merkel wir schaffen uns dank sie selbt ab, wunderbar welch gewaltigen Schaden nun angerichtet hatte dagegn verblassen zwei Weltkriege mit Million von Opfer zu seinem Lacher dank ihnen.";agitation
862798380425253_aug;Achso Polizein brauchte über 2 Stunden um überhaupt eine Zinserwartung So nennen !!!;criticism
1095965297108559_aug;Dass diesen unverschämten Kerlen das Märchenland an Großbritannien geboten wird, getan die einfach alles dafür, um hierher zu bringt. Eine werfen sogar ihre Enkelkinder vors Auto. Werden eben dann bisherige mitgemacht.;criticism
1044595365578886_aug;"na, nichts hab ich eingemachtes ;-) http://diepresse.com/home/politik/innenpolitik/4908773/Doskozil_Konnen-Asylwerber-nicht-zuruckweisen?_vl_backlink=%2Fhome%2Findex.do";criticism
876506445721113_aug;Es sind alles Fachkräfte, Ihre einzige Feldkompetenz besteht aus.Aus ihrer Jungarbeiterbewegung somit lassen Wirtschaft und Politik unsere Löhne immer tiefer runtergehen drücken,;criticism
1123546867683735_aug;So sind sie, Ihre Musterdemokraten. Nichtwählen Ja;criticism
